First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2	Column 75
Robert THOMSON 	THOMSON 	Robert	M	 	 66, Newington road, Édimbourg (Écosse).	 66, Newington road, Édimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	66	 Newington road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	488	Bohémienne.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. de THORÉ 	THORÉ 	A. de		 	  Rue de la Sangle, Mantes (Seine-et-Oise).	  Rue de la Sangle, Mantes (Seine-et-Oise).	France	 	Mantes-la-Jolie	48.990555555556,1.7166666666667	48.990555555556	1.7166666666667	 	  Rue de la Sangle				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	489	La Lecture.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Émile THURNEYSSEN 	THURNEYSSEN 	Émile	M	Photo-Club de Paris	  P. C. P. 10, rue de Tilsitt, Paris.	   10, rue de Tilsitt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue de Tilsitt	48.875277777778,2.2952777777778	48.875277777778	2.2952777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	490	Portraits de madame G. et de madesmoiselle C.	A. Br. Vu.	Agrandissement	Papier au gélatino-bromure d'argent, virage à l'azotate d'urane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Émile THURNEYSSEN 	THURNEYSSEN 	Émile	M	Photo-Club de Paris	  P. C. P. 10, rue de Tilsitt, Paris.	   10, rue de Tilsitt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue de Tilsitt	48.875277777778,2.2952777777778	48.875277777778	2.2952777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	491	Bords de l'Oise, en Hiver.	A. Br. Vu.	Agrandissement	Papier au gélatino-bromure d'argent, virage à l'azotate d'urane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Émile THURNEYSSEN 	THURNEYSSEN 	Émile	M	Photo-Club de Paris	  P. C. P. 10, rue de Tilsitt, Paris.	   10, rue de Tilsitt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue de Tilsitt	48.875277777778,2.2952777777778	48.875277777778	2.2952777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	492	Jeanne d'Arc.	A. Br. Vu.	Agrandissement	Papier au gélatino-bromure d'argent, virage à l'azotate d'urane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Émile THURNEYSSEN 	THURNEYSSEN 	Émile	M	Photo-Club de Paris	  P. C. P. 10, rue de Tilsitt, Paris.	   10, rue de Tilsitt, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue de Tilsitt	48.875277777778,2.2952777777778	48.875277777778	2.2952777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	493	Ruines de l'Abbaye d'Ourscamp (Oise).	A. Br. Vu.	Agrandissement	Papier au gélatino-bromure d'argent, virage à l'azotate d'urane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Camille TOLLU 	TOLLU 	Camille	M	Photo-Club de Paris	  P. C. P. 9, rue de Grenelle, Paris.	   9, rue de Grenelle, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de Grenelle	48.8575,2.31782	48.8575	2.31782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	494	A Saint-Sec.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Camille TOLLU 	TOLLU 	Camille	M	Photo-Club de Paris	  P. C. P. 9, rue de Grenelle, Paris.	   9, rue de Grenelle, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de Grenelle	48.8575,2.31782	48.8575	2.31782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	495	Le Portel.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Camille TOLLU 	TOLLU 	Camille	M	Photo-Club de Paris	  P. C. P. 9, rue de Grenelle, Paris.	   9, rue de Grenelle, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de Grenelle	48.8575,2.31782	48.8575	2.31782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	496	Moutons à Pinceloup.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Camille TOLLU 	TOLLU 	Camille	M	Photo-Club de Paris	  P. C. P. 9, rue de Grenelle, Paris.	   9, rue de Grenelle, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de Grenelle	48.8575,2.31782	48.8575	2.31782	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	497	Boulogne-sur-mer. Futurs marins.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Albert TOUCAS 	TOUCAS 	Albert	M	Photo-Club de Paris	  P. C. P. 29, boulevard des Batignolles, Paris.	   29, boulevard des Batignolles, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	29	boulevard des Batignolles	48.882215,2.32157	48.882215	2.32157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	498	Contre-jour.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Claudius TOURANCHET 	TOURANCHET 	Claudius	M	 	 6, rue Jouffroy, Paris.	 6, rue Jouffroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	6	rue Jouffroy	48.84166666666667,2.3669444444444445	48.84166666666667	2.3669444444444445	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	499	Étude.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Claudius TOURANCHET 	TOURANCHET 	Claudius	M	 	 6, rue Jouffroy, Paris.	 6, rue Jouffroy, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	6	rue Jouffroy	48.84166666666667,2.3669444444444445	48.84166666666667	2.3669444444444445	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	500	Étude.	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte B. TYSZKIEWICZ 	TYSZKIEWICZ 	Comte B.	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 2 bis, rue Boccador, Paris.	 2 bis, rue Boccador, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue du Boccador	48.867,2.30238	48.867	2.30238	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	501	Paysan japonais en costume de mauvais temps.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte B. TYSZKIEWICZ 	TYSZKIEWICZ 	Comte B.	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 2 bis, rue Boccador, Paris.	 2 bis, rue Boccador, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue du Boccador	48.867,2.30238	48.867	2.30238	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	502	Pèlerin japonais.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte B. TYSZKIEWICZ 	TYSZKIEWICZ 	Comte B.	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 2 bis, rue Boccador, Paris.	 2 bis, rue Boccador, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue du Boccador	48.867,2.30238	48.867	2.30238	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	503	La Fête des Cerisiers en fleurs à Tokio (21 avril).	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte B. TYSZKIEWICZ 	TYSZKIEWICZ 	Comte B.	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 2 bis, rue Boccador, Paris.	 2 bis, rue Boccador, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue du Boccador	48.867,2.30238	48.867	2.30238	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	504	Vieux Murs de Nankin.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte B. TYSZKIEWICZ 	TYSZKIEWICZ 	Comte B.	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 2 bis, rue Boccador, Paris.	 2 bis, rue Boccador, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	2	rue du Boccador	48.867,2.30238	48.867	2.30238	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	505	Jonque de Guerre	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Robert UBELMANN 	UBELMANN 	Robert	M	 	 7, boulevard Barbès, Paris.	 7, boulevard Barbès, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	7	boulevard Barbès	48.8875,2.34944444	48.8875	2.34944444	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	506	Soir sur le Leman. A. Br.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. VALPINÇON 	VALPINÇON 	L.		Photo-Club de Paris	  P. C. P. 79, boulevard Malesherbes, Paris.	   79, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	79	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	507	Le Pâturage.	A. Ch. V.	Agrandissement	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. VALPINÇON 	VALPINÇON 	L.		Photo-Club de Paris	  P. C. P. 79, boulevard Malesherbes, Paris.	   79, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	79	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	508	Trappistes allant au travail.	A. Ch. V.	Agrandissement	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Arthur VERBEECK 	VERBEECK 	Arthur	M	Cercle L'Effort	  C. EFF. 56, rue du Vanneau, Anvers (Belgique).	   56, rue du Vanneau, Anvers (Belgique).	Belgium	 	Antwerp	51.221111111111114,4.3997222222222225	51.221111111111114	4.3997222222222225	56	Lange Kievitstraat				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	509	Matinée de Septembre.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Arthur VERBEECK 	VERBEECK 	Arthur	M	Cercle L'Effort	  C. EFF. 56, rue du Vanneau, Anvers (Belgique).	   56, rue du Vanneau, Anvers (Belgique).	Belgium	 	Antwerp	51.221111111111114,4.3997222222222225	51.221111111111114	4.3997222222222225	56	Lange Kievitstraat				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	510	Intérieur en Campine.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G. VIEUILLE 	VIEUILLE 	G.	M	Société Française de Photographie	  S. F. P. 10, rue Dalayrac, Fontenay-sous-Bois (Seine).	   10, rue Dalayrac, Fontenay-sous-Bois (Seine).	France	 	Fontenay-sous-Bois	48.851666666667,2.4772222222222	48.851666666667	2.4772222222222	10	rue Dalayrac	48.84893,2.4622	48.84893	2.4622	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	511	Les Lys.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G. VIEUILLE 	VIEUILLE 	G.	M	Société Française de Photographie	  S. F. P. 10, rue Dalayrac, Fontenay-sous-Bois (Seine).	   10, rue Dalayrac, Fontenay-sous-Bois (Seine).	France	 	Fontenay-sous-Bois	48.851666666667,2.4772222222222	48.851666666667	2.4772222222222	10	rue Dalayrac	48.84893,2.4622	48.84893	2.4622	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	512	Fleurs des Près.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
G. VIEUILLE 	VIEUILLE 	G.	M	Société Française de Photographie	  S. F. P. 10, rue Dalayrac, Fontenay-sous-Bois (Seine).	   10, rue Dalayrac, Fontenay-sous-Bois (Seine).	France	 	Fontenay-sous-Bois	48.851666666667,2.4772222222222	48.851666666667	2.4772222222222	10	rue Dalayrac	48.84893,2.4622	48.84893	2.4622	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	513	Notre-Dame de Paris. Le soleil déclinait, le soir, prompt à le suivre, Brunissait l'horizon... VICTOR HUGO.					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Comte de la VILLESTREUX 	VILLESTREUX 	Comte de la	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 27, rue Raynouard, Paris.	 27, rue Raynouard, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	27	rue Raynouard	48.8551,2.28023	48.8551	2.28023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	514	Fontaine à Tipoli.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Comte de la VILLESTREUX 	VILLESTREUX 	Comte de la	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie	  P. C. P. - S. A. E. 27, rue Raynouard, Paris.	 27, rue Raynouard, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	27	rue Raynouard	48.8551,2.28023	48.8551	2.28023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	515	Oasis de Tripoli.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Étienne WALLON 	WALLON 	Étienne	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Société Française de Photographie	  P. C. P. -S. A. E. -S. F. P. 65, rue de Prony, Paris.	65, rue de Prony, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	65	rue de Prony	48.8841,2.29996	48.8841	2.29996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	516	Soirs de Bretagne. La Sortie des Sardinières.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Étienne WALLON 	WALLON 	Étienne	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Société Française de Photographie	  P. C. P. -S. A. E. -S. F. P. 65, rue de Prony, Paris.	65, rue de Prony, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	65	rue de Prony	48.8841,2.29996	48.8841	2.29996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	517	Soirs de Bretagne. Autour du Puits.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Étienne WALLON 	WALLON 	Étienne	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Société Française de Photographie	  P. C. P. -S. A. E. -S. F. P. 65, rue de Prony, Paris.	65, rue de Prony, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	65	rue de Prony	48.8841,2.29996	48.8841	2.29996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	518	Au Pardon de Notre-Dame de la Pitié.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Étienne WALLON 	WALLON 	Étienne	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Société Française de Photographie	  P. C. P. -S. A. E. -S. F. P. 65, rue de Prony, Paris.	65, rue de Prony, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	65	rue de Prony	48.8841,2.29996	48.8841	2.29996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	519	Bords du Morbihan (Noyalo).	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Étienne WALLON 	WALLON 	Étienne	M	Photo-Club de Paris / Société d'Excursions des Amateurs de Photographie / Société Française de Photographie	  P. C. P. -S. A. E. -S. F. P. 65, rue de Prony, Paris.	65, rue de Prony, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	65	rue de Prony	48.8841,2.29996	48.8841	2.29996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	520	Effet de Matin, Hennebont.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
WALLS	WALLS			 	 47, Lothian Street, Édimboug, (Écosse).	 47, Lothian Street, Édimboug, (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	47	Lothian Street	55.946328192663515,-3.18879783153534	55.946328192663515	-3.18879783153534	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	521	Le Rouet.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Miss Agnès WARBURG 	WARBURG 	Miss Agnès	F	 	 8, Porchester Terrace, Londres (Angleterre).	 8, Porchester Terrace, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	8	Porchester Terrace				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	522	Le Journal.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Miss Agnès WARBURG 	WARBURG 	Miss Agnès	F	 	 8, Porchester Terrace, Londres (Angleterre).	 8, Porchester Terrace, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	8	Porchester Terrace				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	523	Ursula.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Miss Agnès WARBURG 	WARBURG 	Miss Agnès	F	 	 8, Porchester Terrace, Londres (Angleterre).	 8, Porchester Terrace, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	8	Porchester Terrace				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	524	Confluent de fleuve et mer.	A. Pl.	Agrandissement	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Miss Agnès WARBURG 	WARBURG 	Miss Agnès	F	 	 8, Porchester Terrace, Londres (Angleterre).	 8, Porchester Terrace, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	8	Porchester Terrace				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	525	Lac de Bala, pays de Galles.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
John Cimon WARBURG 	WARBURG 	John Cimon	M	 	 21, Pembridge Gardens, Londres (Angleterre).	 21, Pembridge Gardens, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	21	Pembridge Gardens	51.51022,-0.19664	51.51022	-0.19664	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	526	Un Soleil.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
John Cimon WARBURG 	WARBURG 	John Cimon	M	 	 21, Pembridge Gardens, Londres (Angleterre).	 21, Pembridge Gardens, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	21	Pembridge Gardens	51.51022,-0.19664	51.51022	-0.19664	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	527	Rayon de Soleil.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
John Cimon WARBURG 	WARBURG 	John Cimon	M	 	 21, Pembridge Gardens, Londres (Angleterre).	 21, Pembridge Gardens, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	21	Pembridge Gardens	51.51022,-0.19664	51.51022	-0.19664	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	528	Boutique de Charpentier. Hollande.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
John Cimon WARBURG 	WARBURG 	John Cimon	M	 	 21, Pembridge Gardens, Londres (Angleterre).	 21, Pembridge Gardens, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	21	Pembridge Gardens	51.51022,-0.19664	51.51022	-0.19664	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	529	Oostkapelle. Hollande.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
